Name,Category,Glass,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Directions,isAlcoholic,Video
Chocolate Milk,Shot,Shot Glass,"('Chocolate liqueur', '1/2 shot ')","('Milk', '1/2 shot ')","('Amaretto', '1 dash ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",True,
Coke and Drops,Soft Drink / Soda,Cocktail glass,"('Coca-Cola', '1 dl ')","('Lemon juice', '7 drops ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",False,
Chocolate Drink,Cocoa,Coffee mug,"('Chocolate', '125 gr')","('Milk', '3/4 L ')","('Water', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",False,
Creme de Menthe,Homemade Liqueur,Collins Glass,"('Sugar', '8 cups ')","('Water', '6 cups ')","('Grain alcohol', '1 pint ')","('Peppermint extract', '1 oz pure ')","('Food coloring', '1 tblsp green ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,True,
Cranberry Punch,Punch / Party Drink,Punch Bowl,"('Cranberry juice', '4 cups ')","('Sugar', '1 1/2 cup ')","('Pineapple juice', '4 cups ')","('Almond flavoring', '1 tblsp ')","('Ginger ale', '2 qt ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",False,
Derby,Ordinary Drink,Cocktail glass,"('gin', '6 cl')","('Peach Bitters', '2 dashes')","('Mint', '2 Fresh leaves')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,True,
Diesel,Beer,Pint glass,"('Lager', '1/2 pint ')","('Cider', '1/2 pint ')","('Blackcurrant cordial', '1 dash ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,True,
Daiquiri,Ordinary Drink,Cocktail glass,"('Light rum', '1 1/2 oz ')","('Lime', 'Juice of 1/2 ')","('Powdered sugar', '1 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,True,
Danbooka,Coffee / Tea,Coffee Mug,"('Coffee', '3 parts ')","('Everclear', '1 part ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",pour it in and mix it.,True,
Dragonfly,Ordinary Drink,Highball glass,"('Gin', '1 1/2 oz ')","('Ginger ale', '4 oz ')","('Lime', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",True,
Downshift,Punch / Party Drink,Hurricane glass,"('Fruit punch', '2 part ')","('Sprite', '1 part ')","('Tequila', '2 shots ')","('151 proof rum', 'Float Bacardi ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",True,
Dry Rob Roy,Ordinary Drink,Cocktail glass,"('Scotch', '2 1/2 oz ')","('Dry Vermouth', '1 1/2 tsp ')","('Lemon peel', '1 twist of ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",True,
Dry Martini,Cocktail,Cocktail glass,"('Gin', '1 2/3 oz ')","('Dry Vermouth', '1/3 oz ')","('Olive', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",True,
Dirty Nipple,Shot,Shot glass,"('Kahlua', None)","('Sambuca', None)","('Baileys irish cream', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",This is a layered shot - the Bailey's must be on top,True,
Dirty Martini,Cocktail,Cocktail glass,"('Vodka', '70ml/2fl oz')","('Dry Vermouth', '1 tbsp')","('Olive Brine', '2 tbsp')","('Lemon', '1 wedge')","('Olive', '1')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",True,
Darkwood Sling,Soft Drink / Soda,Cocktail glass,"('Cherry Heering', '1 part ')","('Soda water', '1 part ')","('Orange juice', '1 part ')","('Ice', ' cubes\n')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",True,
Dark Caipirinha,Cocktail,Highball glass,"('demerara Sugar', '2 tsp ')","('Lime', '1')","('Cachaca', '2 1/2 oz')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",True,
Duchamp's Punch,Cocktail,Old-fashioned glass,"('Pisco', '5 cl')","('Lime Juice', '2.5 cl')","('Pineapple Syrup', '2.5 cl')","('St. Germain', '1.5 cl')","('Angostura Bitters', '2 Dashes')","('Pepper', 'Pinch')","('Lavender', '2 sprigs')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",True,
Dark and Stormy,Ordinary Drink,Highball glass,"('Dark Rum', '5 cl')","('Ginger Beer', '10 cl')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,True,
Damned if you do,Shot,Shot glass,"('Whiskey', '0.75 oz ')","('Hot Damn', '0.25 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Pour into shot glass. Put in mouth. Repeat as deemed necessary.,True,
Dubonnet Cocktail,Ordinary Drink,Cocktail glass,"('Dubonnet Rouge', '1 1/2 oz ')","('Gin', '3/4 oz ')","('Bitters', '1 dash ')","('Lemon peel', '1 twist of ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,True,
Drinking Chocolate,Cocoa,Coffee mug,"('Heavy cream', '2 oz ')","('Milk', '6-8 oz ')","('Cinnamon', '1 stick ')","('Vanilla', '1 ')","('Chocolate', '2 oz finely chopped dark ')","('Whipped cream', 'Fresh ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.",False,
Egg Cream,Other/Unknown,Coffee mug,"('Chocolate syrup', '2 tblsp ')","('Milk', '6 oz whole ')","('Soda water', '6 oz ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",False,
Egg Nog #4,Punch / Party Drink,Punch bowl,"('Egg yolk', '6 ')","('Sugar', '1/4 cup ')","('Milk', '2 cups ')","('Light rum', '1/2 cup ')","('Bourbon', '1/2 cup ')","('Vanilla extract', '1 tsp ')","('Salt', '1/4 tsp ')","('Whipping cream', '1 cup ')","('Egg white', '6 ')","('Sugar', '1/4 cup ')","('Nutmeg', 'Ground ')","(None, None)","(None, None)","(None, None)","(None, None)","In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",False,
English Highball,Ordinary Drink,Highball glass,"('Brandy', '3/4 oz ')","('Gin', '3/4 oz ')","('Sweet Vermouth', '3/4 oz ')","('Carbonated water', None)","('Lemon peel', None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",True,
Espresso Martini,Cocktail,Cocktail glass,"('Vodka', '5 cl')","('Kahlua', '1 cl')","('Sugar syrup', '1 dash')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",True,
Espresso Rumtini,Cocktail,Cocktail glass,"('Rum', '1 shot')","('Vanilla syrup', '1/2 shot')","('Espresso', '1 shot')","('Coffee', '1 shot')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,True,
Egg Nog - Healthy,Punch / Party Drink,Collins Glass,"('Egg', '1/2 cup ')","('Sugar', '3 tblsp ')","('Condensed milk', '13 oz skimmed ')","('Milk', '3/4 cup skimmed ')","('Vanilla extract', '1 tsp ')","('Rum', '1 tsp ')","('Nutmeg', '\n')","(None, '\n')","(None, '\n')","(None, '\n')","(None, '\n')","(None, '\n')","(None, None)","(None, None)","(None, None)","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",False,
English Rose Cocktail,Ordinary Drink,Cocktail glass,"('Apricot brandy', '3/4 oz ')","('Gin', '1 1/2 oz ')","('Dry Vermouth', '3/4 oz ')","('Grenadine', '1 tsp ')","('Lemon juice', '1/4 tsp ')","('Cherry', '1 ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,True,
Egg-Nog - Classic Cooked,Punch / Party Drink,Pitcher,"('Egg', '6 ')","('Sugar', '1/4 cup ')","('Salt', '1/4 tsp ')","('Milk', '1 qt ')","('Vanilla extract', '1 tsp ')","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",False,
