SupplierCaseGTIN,EcommUniqueId,Gtin12,Upc11,LaunchDate,ItemNumber,BeverageSegment,Brand,SubBrand,DigitalCatalogProductName,WineVarietal,WineVintage,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,ProductDescShort,ProductDescLong,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,ProductBullet06,ProductBullet07,ProductBullet08,ProductBullet09,ProductBullet10,ProductBullet11,ProductBullet12,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays,LegalSocialResponsibility,LegalMandatoryStatement,Video_snackable,Image_package_front,Image_package_right,Image_package_left,Image_bottle_standard,Image_label_front,Image_label_back,Image_can_standard,Image_box_front,Image_box_right,Image_box_left,Nutrition_StandardServingSize,Nutrition_StandardServingSizeUOM,Nutrition_Calories,Nutrition_Carbs,Nutrition_CarbsUOM,Nutrition_Fat,Nutrition_FatUOM,Nutrition_Protein,Nutrition_ProteinUOM,Nutrition_Sodium,Nutrition_SodiumUOM,Nutrition_Ingredients
00080660956909,00080660956909,080660956909,08066095690,2016-01-04T12:00:00Z,80023013,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 1/2 BL Keg, 4.6% ABV",,,0.5,BL,1,,Keg,"Corona Extra is an even-keeled cerveza with fruity-honey aromas and a touch of malt. This import beer contains 4.6% alcohol by volume, 0 grams of fat, and 149 calories per 12-ounce serving.","Brewed and bottled in Mexico since 1925, Corona Extra is now the number one-selling imported beer in the United States. With a refreshing, smooth taste balanced between heavier European imports and lighter domestic beer, Corona is an even-keeled cerveza with fruity-honey aromas and a touch of malt. The flavor is crisp, clean, and well balanced between hops and malt, with a superior taste profile from superior ingredients—the finest-quality blend of filtered water, malted barley, hops, corn, and yeast. Enjoy this Corona Extra at your next barbecue, with friends while watching the game, in the backyard, or at the beach. This balanced, easy-drinking beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat, and 149 calories per 12-ounce serving. Defined by the laid-back image created by Corona consumers in its first few years in the U.S., this cerveza remains dedicated to a positive, carefree state of mind. Best served chilled. Logo on keg/barrel image is representational, brand logo does not appear on product.",,,,Fruity-honey aromas and a touch of malt,"Crisp, clean, and well balanced between hops and malt",,"The finest-quality blend of filtered water, malted barley, hops, corn, and yeast",,"Enjoy while barbecuing, watching the game, in the backyard, at the beach","4.6% alcohol by volume, 149 calories per 12 oz serving","Logo on keg/barrel image is representational, brand logo does not appear on product",,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,16.06,16.06,23.46,Inches,162.24,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,,,,,,,,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00080660956282,00080660956282,080660956282,08066095628,2016-01-04T12:00:00Z,124014,Beer,Corona Light,,"Corona Light Mexican Lager Beer, 24 pk 12 fl oz Bottles, 4.1% ABV",,,12,oz,24,Pack,Bottles,Corona Light Mexican Beer makes every day the lightest day with its distinctive hop flavor and pleasant fruity-honey aroma. This easy-drinking beer pairs well with spicy food and citrus dishes.,"Corona Light Mexican Beer makes every day the lightest day with its uniquely refreshing flavor at 99 calories per serving. Brewed with water, barley malt, non-malted cereals, hops and bottom-fermenting yeast, this pilsner-style lager beer 18 pack delivers a pleasant fruity-honey aroma, a distinctive hop flavor and a crisp and clean finish, making it the perfect choice for those seeking a flavorful light beer. Enjoy this Corona beer with lime on a hot day or share it with friends at your next backyard barbecue. This Mexican lager style beer pairs well with spicy food, nuts, chicken or citrus-infused dishes. Corona Light isn't just a light beer. It's The Light Cerveza. Drink responsibly. Corona Light Beer. Imported by Crown Imports, Chicago, IL",24 pack 12 fl oz bottles of Corona Light Mexican Beer,"Pilsner-style light lager, brewed in Mexico",,,This imported beer features a distinctive hop flavor complemented by a pleasant fruity-honey aroma,,,Serve this pilsner beer with lime on a hot day or at your next backyard barbecue,"This bottled beer perfectly complements spicy food, nuts, chicken or citrus-infused dishes",Contains 99 calories and 4.1% alcohol by volume,,Corona Light isn't just a light beer. It's The Light Cerveza,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,15.85,10.65,9.75,Inches,33.77,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Corona Light® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--s0LW5ERH--/it7k8ludaf5k0xzevtr5.png,http://images.salsify.com/image/upload/s--fDUW9H-F--/dznjccf8wtuh0iv8e11g.png,http://images.salsify.com/image/upload/s--CvKk3RuS--/jo8zqhiswm1immwlsbhy.png,http://images.salsify.com/image/upload/s--ZmlcWrK3--/msxtrhfholnkosasidwv.png,,,,,,,12,fl oz,99,5,g,0,g,0.8,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00033544950487,00033544950470,033544950470,03354495047,2018-01-23T12:00:00Z,80064492,Beer,Corona Premier,,"Corona Premier Mexican Lager Beer, 24 fl oz Can, 4.0% ABV",,,24,oz,1,,Can,"Corona Premier Mexican Beer is a smooth and drinkable light lager beer, offering a mild, malty taste with a crisp finish. Pair this import beer with Mexican food or citrus-infused dishes.","Corona Premier Mexican Beer is the premium light beer experience you've been waiting for, offering a refined taste with 90 calories per serving. This Mexican lager style beer is made with barley malt, non-malted cereals, hops and bottom-fermenting yeast. The result is a smooth and drinkable Corona beer with a light, malty taste, a crisp finish and an even-bodied feel. Share this cerveza with guests at your next backyard barbecue or enjoy this 24 oz beer with lime or by itself on a hot day. Chill this canned beer and pair it with Mexican food and citrus-infused dishes. Corona Premier - Enjoy the View. Drink responsibly. Corona Premier Beer. Imported by Crown Imports, Chicago, IL",Single 24 fl oz can of Corona Premier Mexican Beer,This light lager beer is made in Mexico,,,,,,Serve Corona Premier beer with lime or by itself at your next backyard barbecue,The refined taste of this imported beer pairs well with Mexican food or citrus-infused dishes,Contains 90 calories and 4% alcohol by volume,,Corona Premier - Enjoy the View,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.87,2.87,7.6,Inches,1.67,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Corona Premier® Beer. Imported by Crown Imports, Chicago, IL",,,,,,,,http://images.salsify.com/image/upload/s--8PacNDiP--/zudoejb49yejncf0hfms.png,,,,12,fl oz,90,2.6,g,0,g,0.7,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00033544950388,00033544950371,033544950371,03354495037,2016-09-15T12:00:00Z,80056798,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 3 pk 24 fl oz Cans, 4.6% ABV",,,24,oz,3,Pack,Cans,"Corona Extra Mexican Beer is a crisp, clean and well balanced cerveza with fruity-honey aromas and a touch of malt, making it a great tailgating beer, beach drink or barbecue refreshment.","Corona Extra Mexican Beer is an even-keeled import beer with fruity-honey aromas and a touch of malt. Brewed in Mexico since 1925, this canned beer offers a flavor that's smooth, refreshing and balanced between heavier European imports and lighter domestic beers. Crisp, clean and well balanced between hops and malt, this cerveza has a superior taste profile from superior ingredients – the finest-quality blend of filtered water, malted barley, hops, corn and yeast. Corona Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day or tailgate. This easy-drinking lager beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat and 149 calories per 12 ounce serving. Find Your Beach. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",3 pack of 24 fl oz cans of Corona Extra Mexican Beer,"Brewed since 1925, this Mexican lager style beer offers a smooth, well balanced taste",,"Crafted with a blend of filtered water, malted barley, hops, corn and yeast","An even-keeled imported beer with a crisp, clean and refreshing flavor",,,"Enjoy a Corona beer with lime at barbecues, game days and afternoons at the beach",,Contains 149 calories and 4.6% alcohol by volume,,Corona - Find Your Beach,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.87,2.87,7.6,Inches,1.67,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--fPANEojh--/vaxt6c19pslqxum09ioq.png,http://images.salsify.com/image/upload/s--mIRtqVxK--/sfdlo5djq6jqphf8rtze.png,,,,,http://images.salsify.com/image/upload/s--1vkhOwOu--/x2emh4nhgmpksjoxyj2z.png,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00080660957883,00080660957876,080660957876,08066095787,2016-01-06T12:00:00Z,124016,Beer,Modelo Negra,,"Modelo Negra Mexican Amber Lager Beer, 12 pk 12 fl oz Bottles, 5.4% ABV",,,12,oz,12,Pack,Bottles,"Modelo Negra Mexican Beer is a lager beer with German roots, offering a rich taste with a light finish. Enjoy this cerveza on its own or to brings out the flavors of Mexican dishes.","Modelo Negra Mexican Beer, the original Modelo, is a Munich Dunkel-style dark lager with rich flavor and a remarkably smooth taste. Made with galena and super galena hops, slow-roasted dark malt and non-malted cereals, this Mexican lager style beer is brewed longer than other import beer to enhance its flavors. This process results in a medium-bodied lager beer with 173 calories per serving, low hop bitterness and a surprisingly light finish that goes beyond expectations. Enjoy this easy-drinking beer on its own, or pair its deep cerveza flavor with Mexican dishes, grilled meats, sausages with roasted vegetables, washed-ring Munster cheese, candied ginger beer cake, shellfish or Asian food. Brewed since 1925, Modelo Negra is the beer that fights to defy expectations. Drink responsibly. Modelo Negra Beer. Imported by Crown Imports, Chicago, IL",12 pack of 12 fl oz bottles of Modelo Negra Mexican Beer,"Brewed in Mexico, this Munich Dunkel-style dark beer is flavorful without being heavy",,,"This imported beer offers a rich, toasted dark malt flavor with a remarkably smooth taste",,,Enjoy this dark lager on its own or share it with friends on your next night out,"Bold flavor pairs well with Mexican dishes, grilled meats and vegetables or Asian food",Contains 173 calories and 5.4% alcohol by volume,,"Brewed since 1925, Modelo Negra is the beer that fights to defy expectations","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,12.2,9.1,7.82,Inches,15.47,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Modelo Negra®  Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--T12rXfAJ--/ualr2tsvpsbmhlhkhk5i.png,http://images.salsify.com/image/upload/s--ggVq5EiJ--/slwbwjyxie6kommvnwl9.png,,http://images.salsify.com/image/upload/s--uAq5FgPd--/knvwqw6svbtv9wxeh4yw.png,,,,,,,12,fl oz,173,15.8,g,0,g,1.5,g,15,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00080660956879,00080660956879,080660956879,08066095687,2016-01-04T12:00:00Z,80012705,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 6 pk 16 fl oz Cans, 4.6% ABV",,,16,oz,6,Pack,Cans,"Corona Extra Mexican Beer is a crisp, clean and well balanced cerveza with fruity-honey aromas and a touch of malt, making it a great lager beer for tailgating, the beach or at a barbecue.","Corona Extra Mexican Beer is an even-keeled import beer with fruity-honey aromas and a touch of malt. Brewed in Mexico since 1925, this canned beer offers a flavor that's smooth, refreshing and balanced between heavier European imports and lighter domestic beers. Crisp, clean and well balanced between hops and malt, this cerveza has a superior taste profile from superior ingredients – the finest-quality blend of filtered water, malted barley, hops, corn and yeast. Corona Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day or tailgate. This easy-drinking lager beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat and 149 calories per 12 ounce serving. Find Your Beach. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",6 pack of 16 fl oz bottles of Corona Extra Mexican Beer,"Brewed since 1925, this 16 oz Mexican lager style beer offers a smooth, well balanced taste",,"Crafted with a blend of filtered water, malted barley, hops, corn and yeast","An even-keeled imported beer with a crisp, clean and refreshing flavor",,,,"Enjoy a Corona beer with lime at barbecues, game days and afternoons at the beach",Contains 149 calories and 4.6% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.61,2.61,6.15,Inches,1.08,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,,http://images.salsify.com/image/upload/s--YWYc6_fq--/ouow2zdg4ylzeokx7sfh.png,,,,,http://images.salsify.com/image/upload/s--YMu0Yn8L--/o3l94034kqpzlcjg6di5.png,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00000000000N/A,00033544950654,033544950654,03354495065,2014-01-01T12:00:00Z,80083756,Beer,Corona Refresca,Guava Lime,"Corona Refresca Guava Lime Mexican Spiked Refresher, 12 fl oz Can, 4.5% ABV",,,12,oz,1,,Can,Corona Refresca Guava Lime Flavored Mexican Malt Beverage delivers refreshing and vibrant natural guava and lime flavors. Enjoy this malt drink with seafood or barbecue dishes on a hot day.,"Corona Refresca Guava Lime Flavored Mexican Malt Beverage is a premium spiked refresher that delivers the taste of the tropics from Mexico to you with vibrant and refreshing natural fruit flavors. At 199 calories per canned drink, this malt beverage is infused with delicious guava and lime flavors. Made with malt grains and brewed with minimal fermentation, this tropical drink brings a crisp finish that tastes best on a hot day. Enjoy this bright flavored malt beverage at your next backyard barbecue or share its convenient slim cans with friends during happy hour. Bring the tropics to you with Corona Refresca. Relax Responsibly. Corona Refresca Malt Beverage with Fruit Flavors. Imported by Crown Imports, Chicago, IL.",Single 12 fl oz can of Corona Refresca Guava Lime Flavored Mexican Malt Beverage,Flavored malt beverage that delivers the taste of the tropics from Mexico to you,,,Features delicious and natural guava and lime flavors,Malt drink with a crisp finish that tastes best on a hot day,Made with malt grains that are minimally fermented and infused with natural fruit flavors,Share this sweet drink with friends at a happy hour or your next backyard barbecue,"This guava and lime drink is a great companion to seafood, citrus or barbecue dishes",Contains 185 calories and 4.5% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.27,2.27,6.1,Inches,0.83,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax Responsibly.,"Corona Refresca™ Malt Beverage with Fruit Flavors.  Imported by Crown Imports, Chicago, IL.",,,,,,,,http://images.salsify.com/image/upload/s--gzmKD9mw--/nigd4bzrj8ppelbkf1ll.png,,,,12,fl oz,185,24.5,g,0,g,0.2,g,,,"Malt Beverage, Natural Fruit Flavors and Certified Colors"
00853907005223,00853907005179,853907005179,85390700517,2019-03-01T12:00:00Z,80081633,Beer,Four Corners El Grito,,"Four Corners El Grito Lager Craft Beer, 12 pk 12 fl oz Cans, 4.4% ABV",,,12,oz,12,Pack,Cans,"A deliberate approach to brewing has yielded us a crisp and clean Four Corners Mexican lager, as refreshing as the day is long. Light bodied and balanced, it performs best poolside, just like you.","This is craft beer sans pretention. An homage to the crisp, clean beer we were all raised on, but with care and quality that makes our handcrafted brews special. Pilsner malt and corn provide a light, accessible body and are complemented by the slight suggestion of Mt. Hood hops. Four Corners El Grito Lager is a crisp patio pounder that blends in seamlessly with your backyard cookout, afternoon by the pool or tailgate.",,Light and sessionable lager,,,Clean and snappy flavor,20/100 IBUs (International Bitterness Units),,,,4.4% ABV,,Craft brewer founded in 2012,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Texas,United States,7.78,10.41,4.84,Inches,10.25,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Drink Responsibly.,"Four Corners® Brewing Co., Dallas, TX",,http://images.salsify.com/image/upload/s--Mr0v4uuk--/qsumil9tdhoji2yptca3.png,http://images.salsify.com/image/upload/s--AE0GB4Ar--/k3n1honjefimclnoiunk.png,http://images.salsify.com/image/upload/s--IktgrX68--/kercn5pnv6ynbai6czus.png,,,,http://images.salsify.com/image/upload/s--V61tvyLv--/vaqhanoacxlvh61dyi3b.png,,,,,,120,9,g,0,g,1,g,20,mg,
00000000000N/A,00080660000060,080660000060,08066000006,2014-01-01T12:00:00Z,80084256,Beer,Pacifico,,"Pacifico Mexican Lager Beer, 12 fl oz Bottle, 4.4% ABV",,,12,oz,1,,Bottle,"Pacifico Clara Mexican Beer is adventurous with a hearty, crisp taste of citrus and ocean mist. Enjoy this lightly bitter import lager beer with grilled shrimp or a Baja taco.","Pacifico Clara Mexican Beer is hearty and crisp with a touch of grass-citrus and ocean mist flavor. Discovered in the 1970s by surfers along the Baja coast and brought back to the states, this imported beer features a recipe that's decades in the making. With aromas of malty grain and hop accents, this lager beer is exceptionally drinkable falling at just 18 International Bitterness Units and 135 calories. Bring this cerveza along on your next adventure to the beach or enjoy it at a barbecue. This lightly bitter pilsner beer pairs well with premium seafood like grilled shrimp or your favorite Baja taco. Pacifico beer was made for those with an Independent Spirit. Discover responsibly. Pacifico Clara Beer. Imported by Crown Imports, Chicago, IL",Single 12 fl oz bottle of Pacifico Clara Mexican Beer,Exceptionally drinkable golden lager beer brewed in Mexico,,,"Hearty, crisp notes with a touch of pleasant grass-citrus, ocean mist flavor",,,"A beer perfect for taking along to the beach, barbecues or the big game",Pacifico beer tastes great with premium seafood such as grilled shrimp or a Baja taco,Contains 144 calories and 4.4% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.43,2.43,9.5,Inches,1.29,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Discover responsibly™.,"Pacifico Clara® Beer. Imported by Crown Imports, Chicago, IL",,,,,http://images.salsify.com/image/upload/s--LdFJusQH--/redwafqqvgfuznex1bni.png,,,,,,,12,fl oz,144,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00033544950029,00033544950029,033544950029,03354495002,2016-01-04T12:00:00Z,80026872,Beer,Corona Extra,,"Corona Extra Mexican Lager Beer, 18 pk 12 fl oz Cans, 4.6% ABV",,,12,oz,18,Pack,Cans,"Corona Extra Mexican Beer is a crisp, clean and well balanced cerveza with fruity-honey aromas and a touch of malt, making it a great tailgating beer, beach drink or barbecue refreshment.","Corona Extra Mexican Beer is an even-keeled import beer with fruity-honey aromas and a touch of malt. Brewed in Mexico since 1925, this canned beer offers a flavor that's smooth, refreshing and balanced between heavier European imports and lighter domestic beers. Crisp, clean and well balanced between hops and malt, this cerveza has a superior taste profile from superior ingredients – the finest-quality blend of filtered water, malted barley, hops, corn and yeast. Corona Extra is a great summer beer, so enjoy it with friends at your next barbecue, beach day or tailgate. This easy-drinking lager beer contains 3.6% alcohol by weight, 4.6% alcohol by volume, 0 grams of fat and 149 calories per 12 ounce serving. Find Your Beach. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",18 pack of 12 fl oz cans of Corona Extra Mexican Beer,"Brewed since 1925, this Mexican lager style beer offers a smooth, well balanced taste",,"Crafted with a blend of filtered water, malted barley, hops, corn and yeast","An even-keeled imported beer with a crisp, clean and refreshing flavor",,,"Enjoy a Corona beer with lime at barbecues, game days and afternoons at the beach",,Contains 149 calories and 4.6% alcohol by volume,,Corona - Find Your Beach,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,15.63,4.96,7.84,Inches,15.45,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Relax responsibly®.,"Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",,http://images.salsify.com/image/upload/s--o5YBGUJZ--/ghzwuqhbewgf4c0bafwc.png,http://images.salsify.com/image/upload/s--i0ZrcU0D--/nsuxks7vdmdb9vvkiggy.png,,,,,http://images.salsify.com/image/upload/s--TKumgDuo--/qubbedfbdrlkfxivqlw0.png,,,,12,fl oz,149,14,g,0,g,1.1,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00080660957616,00080660957609,080660957609,08066095760,2016-01-04T12:00:00Z,80016466,Beer,Modelo Especial,,"Modelo Especial Mexican Lager Beer, 4 pk 16 fl oz Cans, 4.4% ABV",,,16,oz,4,Pack,Cans,Modelo Especial Mexican Beer is a full-flavored pilsner beer with a crisp taste. An orange blossom honey aroma and light hop character make this imported beer perfect for tailgating.,"Modelo Especial Mexican Beer is a model of what good beer should be. This full-flavored pilsner beer has a crisp taste with an orange blossom honey aroma and a hint of herb. A light hop character, tantalizing sweetness and clean finish make this Mexican lager style beer perfect for enjoying at your next barbecue or sharing with friends while watching the game. Pair this 145 calorie, easy-drinking beer with Mexican dishes, pasta or pizza for a perfect match. Made with barley malt and unmalted cereals and hops for a balanced flavor, this cerveza is brewed with the fighting spirit. Drink responsibly. Modelo Especial Beer. Imported by Crown Imports, Chicago, IL",4 pack of 16 fl oz cans of Modelo Especial Mexican Beer,"Made in Mexico, this pilsner style lager beer is perfectly balanced with light hops and taste",,,Mexican lager style beer characterized by an orange blossom honey aroma with a hint of herb,,,Enjoy this cerveza at a barbecue or as a tailgating beer while watching the game with friends,"Modelo Especial beer pairs well with Mexican dishes, pasta or pizza",Contains 145 calories and 4.4% alcohol by volume,,Modelo Especial - Brewing with the fighting spirit to bring you great taste,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,5.22,5.22,6.15,Inches,4.4,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Modelo Especial® Beer. Imported by Crown Imports, Chicago, IL",,,http://images.salsify.com/image/upload/s--VTRKV9BR--/vzggwmjg0qy0idmezxwt.png,,,,,http://images.salsify.com/image/upload/s--bZtZvUoJ--/y8cd48ddpcsfdzfshag5.png,,,,12,fl oz,144,13.7,g,0,g,1.1,g,20,mg,"Water, Barley Malt, Non-malted Cereals, Hops"
00033544000199,00033544000199,033544000199,03354400019,2019-01-28T12:00:00Z,80079932,Beer,Corona Premier,,"Corona Premier Mexican Lager Beer, 1/2 BL Keg, 4.0% ABV",,,0.5,BL,1,,Keg,Corona Premier is a superior light lager with a refreshing taste. This great-tasting light import beer contains only 90 calories is 4.0% alcohol by volume. Best served chilled.,"The refreshing light beer you've been waiting for has arrived with the introduction of great-tasting Corona Premier. Brewed to be easy-drinking, the taste is undeniably Corona. It is a superior light lager with a refreshing taste that pairs well with Mexican and citrus-infused dishes. Premier is a uniquely refreshing beer perfect for taking a moment to look around and appreciate all that you’ve accomplished so far. This great-tasting light beer contains only 90 calories is 4.0% alcohol by volume. Best served chilled. Logo on keg/barrel image is representational, brand logo does not appear on product.",,A superior light lager with a refreshing taste,,,"Brewed to be easy-drinking, the taste is undeniably Corona",Contains only 90 calories,,,"Pairs well with Mexican and citrus-infused dishes, best served chilled",4.0% alcohol by volume,"Logo on keg/barrel image is representational, brand logo does not appear on product",,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,16.06,16.06,23.46,Inches,162.24,Pounds,Chilled: 33 to 38 degrees,Shelf Life,365,Drink responsibly.,"Corona Premier® Beer. Imported by Crown Imports, Chicago, IL",,,,,,,,,,,,12,fl oz,90,2.6,g,0,g,0.7,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
00000000000N/A,00080660000022,080660000022,08066000002,2014-01-01T12:00:00Z,80083749,Beer,Corona Light,,"Corona Light Mexican Lager Beer, 12 fl oz Bottle, 4.1% ABV",,,12,oz,1,,Bottle,Corona Light Mexican Beer makes every day the lightest day with its distinctive hop flavor and pleasant fruity-honey aroma. This easy-drinking lager beer pairs well with spicy food and citrus dishes.,"Corona Light Mexican Beer makes every day the lightest day with its uniquely refreshing flavor at 99 calories per serving. Brewed with water, barley malt, non-malted cereals, hops and bottom-fermenting yeast, this pilsner-style lager beer delivers a pleasant fruity-honey aroma, a distinctive hop flavor and a crisp and clean finish, making it the perfect choice for those seeking a flavorful light beer. Enjoy this Corona beer with lime on a hot day or share it with friends at your next backyard barbecue. This Mexican lager style beer pairs well with spicy food, nuts, chicken or citrus-infused dishes. Corona Light isn't just a light beer. It's The Light Cerveza. Drink responsibly. Corona Light Beer. Imported by Crown Imports, Chicago, IL",Single 12 fl oz bottle of Corona Light Mexican Beer,"Pilsner-style light lager, brewed in Mexico",,,This imported beer features a distinctive hop flavor complemented by a pleasant fruity-honey aroma,,,Serve this pilsner beer with lime on a hot day or at your next backyard barbecue,"This bottled beer perfectly complements spicy food, nuts, chicken or citrus-infused dishes",Contains 99 calories and 4.1% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,Mexico,Mexico,2.43,2.43,9.5,Inches,1.29,Pounds,Chilled: 33 to 38 degrees,Shelf Life,180,Drink responsibly.,"Corona Light® Beer. Imported by Crown Imports, Chicago, IL",,,,,http://images.salsify.com/image/upload/s--ZmlcWrK3--/msxtrhfholnkosasidwv.png,,,,,,,12,fl oz,99,5,g,0,g,0.8,g,,,"Water, Barley Malt, Non-malted Cereals, Hops"
